Date,DateTime,FunctionName,Value,Time,shift_wise
04-04-2023,38,MDS - DOT,0,14,2
04-04-2023,39,MDS - DOT,1,15,2
04-04-2023,39,MDS - DOT,0,15,2
04-04-2023,40,MDS - DOT,1,16,2
04-04-2023,40,MDS - DOT,0,16,2
04-04-2023,41,MDS - DOT,1,17,2
04-04-2023,41,MDS - DOT,0,17,2
04-04-2023,42,MDS - DOT,1,18,2
04-04-2023,42,MDS - DOT,0,18,2
04-04-2023,43,MDS - DOT,1,19,2
04-04-2023,43,MDS - DOT,0,19,2
04-04-2023,44,MDS - DOT,1,20,2
04-04-2023,44,MDS - DOT,0,20,2
04-04-2023,45,MDS - DOT,1,21,2
04-04-2023,45,MDS - DOT,0,21,2
04-04-2023,46,MDS - DOT,1,22,2
04-04-2023,46,MDS - DOT,0,22,2
04-04-2023,47,MDS - DOT,1,23,2
04-04-2023,47,MDS - DOT,0,23,2
05-04-2023,48,MDS - DOT,1,0,2
05-04-2023,48,MDS - DOT,0,0,2
05-04-2023,49,MDS - DOT,1,1,2
05-04-2023,49,MDS - DOT,0,1,2
05-04-2023,50,MDS - DOT,1,2,2
05-04-2023,50,MDS - DOT,0,2,2
05-04-2023,51,MDS - DOT,1,3,2
05-04-2023,51,MDS - DOT,0,3,2
05-04-2023,52,MDS - DOT,0,4,2
05-04-2023,52,MDS - DOT,0,4,2
05-04-2023,53,MDS - DOT,0,5,2
05-04-2023,53,MDS - DOT,0,5,2
04-04-2023,30,Taway OT,0,6,2
04-04-2023,31,Taway OT,0,7,2
04-04-2023,32,Taway OT,0,8,2
04-04-2023,33,Taway OT,0,9,2
04-04-2023,34,Taway OT,0,10,2
04-04-2023,35,Taway OT,0,11,2
04-04-2023,36,Taway OT,0,12,2
04-04-2023,37,Taway OT,0,13,2
04-04-2023,38,Taway OT,0,14,2
04-04-2023,39,Taway OT,0,15,2
04-04-2023,40,Taway OT,0,16,2
04-04-2023,41,Taway OT,0,17,2
04-04-2023,42,Taway OT,0,18,2
04-04-2023,43,Taway OT,0,19,2
04-04-2023,44,Taway OT,0,20,2
04-04-2023,45,Taway OT,0,21,2
04-04-2023,46,Taway OT,0,22,2
04-04-2023,47,Taway OT,0,23,2
05-04-2023,48,Taway OT,0,0,2
05-04-2023,49,Taway OT,0,1,2
05-04-2023,50,Taway OT,0,2,2
05-04-2023,51,Taway OT,0,3,2
05-04-2023,52,Taway OT,0,4,2
05-04-2023,53,Taway OT,0,5,2
04-04-2023,30,FMII,0,6,2
04-04-2023,31,FMII,0,7,2
04-04-2023,32,FMII,0,8,2
04-04-2023,33,FMII,0,9,2
04-04-2023,34,FMII,0,10,2
04-04-2023,35,FMII,0,11,2
04-04-2023,36,FMII,0,12,2
04-04-2023,37,FMII,0,13,2
04-04-2023,38,FMII,0,14,2
04-04-2023,39,FMII,0,15,2
04-04-2023,40,FMII,0,16,2
04-04-2023,41,FMII,0,17,2
04-04-2023,42,FMII,0,18,2
04-04-2023,43,FMII,0,19,2
04-04-2023,44,FMII,0,20,2
04-04-2023,45,FMII,0,21,2
04-04-2023,46,FMII,0,22,2
04-04-2023,47,FMII,0,23,2
05-04-2023,48,FMII,0,0,2
05-04-2023,49,FMII,0,1,2
05-04-2023,50,FMII,0,2,2
05-04-2023,51,FMII,0,3,2
05-04-2023,52,FMII,0,4,2
05-04-2023,53,FMII,0,5,2
04-04-2023,30,SMTW,0,6,2
04-04-2023,31,SMTW,0,7,2
04-04-2023,32,SMTW,0,8,2
04-04-2023,33,SMTW,0,9,2
04-04-2023,34,SMTW,0,10,2
04-04-2023,35,SMTW,0,11,2
04-04-2023,36,SMTW,0,12,2
04-04-2023,37,SMTW,0,13,2
04-04-2023,38,SMTW,0,14,2
04-04-2023,39,SMTW,0,15,2
04-04-2023,40,SMTW,0,16,2
04-04-2023,41,SMTW,0,17,2
04-04-2023,42,SMTW,0,18,2
04-04-2023,43,SMTW,0,19,2
04-04-2023,44,SMTW,0,20,2
04-04-2023,45,SMTW,0,21,2
04-04-2023,46,SMTW,0,22,2
04-04-2023,47,SMTW,0,23,2
05-04-2023,48,SMTW,0,0,2
05-04-2023,49,SMTW,0,1,2
05-04-2023,50,SMTW,0,2,2
05-04-2023,51,SMTW,0,3,2
05-04-2023,52,SMTW,0,4,2
05-04-2023,53,SMTW,0,5,2
04-04-2023,30,SAM,0,6,2
04-04-2023,31,SAM,0,7,2
04-04-2023,32,SAM,0,8,2
04-04-2023,33,SAM,0,9,2
04-04-2023,34,SAM,0,10,2
04-04-2023,35,SAM,0,11,2
04-04-2023,36,SAM,0,12,2
04-04-2023,37,SAM,0,13,2
04-04-2023,38,SAM,0,14,2
04-04-2023,39,SAM,0,15,2
04-04-2023,40,SAM,0,16,2
04-04-2023,41,SAM,0,17,2
04-04-2023,42,SAM,0,18,2
04-04-2023,43,SAM,0,19,2
04-04-2023,44,SAM,0,20,2
04-04-2023,45,SAM,0,21,2
04-04-2023,46,SAM,0,22,2
04-04-2023,47,SAM,0,23,2
05-04-2023,48,SAM,0,0,2
05-04-2023,49,SAM,0,1,2
05-04-2023,50,SAM,0,2,2
05-04-2023,51,SAM,0,3,2
05-04-2023,52,SAM,0,4,2
05-04-2023,53,SAM,0,5,2
04-04-2023,30,RGM,0,6,2
04-04-2023,31,RGM,0,7,2
04-04-2023,32,RGM,0,8,2
04-04-2023,33,RGM,0,9,2
04-04-2023,34,RGM,0,10,2
04-04-2023,35,RGM,0,11,2
04-04-2023,36,RGM,0,12,2
04-04-2023,37,RGM,0,13,2
04-04-2023,38,RGM,0,14,2
04-04-2023,39,RGM,0,15,2
04-04-2023,40,RGM,0,16,2
04-04-2023,41,RGM,0,17,2
04-04-2023,42,RGM,0,18,2
04-04-2023,43,RGM,0,19,2
04-04-2023,44,RGM,0,20,2
04-04-2023,45,RGM,0,21,2
04-04-2023,46,RGM,0,22,2
04-04-2023,47,RGM,0,23,2
05-04-2023,48,RGM,0,0,2
05-04-2023,49,RGM,0,1,2
05-04-2023,50,RGM,0,2,2
05-04-2023,51,RGM,0,3,2
05-04-2023,52,RGM,0,4,2
05-04-2023,53,RGM,0,5,2
04-04-2023,30,Shift Running,0,6,2
04-04-2023,31,Shift Running,1,7,2
04-04-2023,32,Shift Running,1,8,2
04-04-2023,33,Shift Running,1,9,2
04-04-2023,34,Shift Running,1,10,2
04-04-2023,35,Shift Running,1,11,2
04-04-2023,36,Shift Running,1,12,2
04-04-2023,37,Shift Running,1,13,2
04-04-2023,38,Shift Running,2,14,2
04-04-2023,39,Shift Running,1,15,2
04-04-2023,40,Shift Running,1,16,2
04-04-2023,41,Shift Running,1,17,2
04-04-2023,42,Shift Running,1,18,2
04-04-2023,43,Shift Running,1,19,2
04-04-2023,44,Shift Running,1,20,2
04-04-2023,45,Shift Running,1,21,2
04-04-2023,46,Shift Running,1,22,2
04-04-2023,47,Shift Running,1,23,2
05-04-2023,48,Shift Running,1,0,2
05-04-2023,49,Shift Running,1,1,2
05-04-2023,50,Shift Running,1,2,2
05-04-2023,51,Shift Running,1,3,2
05-04-2023,52,Shift Running,0,4,2
05-04-2023,53,Shift Running,0,5,2
04-04-2023,30,Night Incharge,0,6,2
04-04-2023,31,Night Incharge,0,7,2
04-04-2023,32,Night Incharge,0,8,2
04-04-2023,33,Night Incharge,0,9,2
04-04-2023,34,Night Incharge,0,10,2
04-04-2023,35,Night Incharge,0,11,2
04-04-2023,36,Night Incharge,0,12,2
04-04-2023,37,Night Incharge,0,13,2
04-04-2023,38,Night Incharge,0,14,2
04-04-2023,39,Night Incharge,0,15,2
04-04-2023,40,Night Incharge,0,16,2
04-04-2023,41,Night Incharge,0,17,2
04-04-2023,42,Night Incharge,0,18,2
04-04-2023,43,Night Incharge,0,19,2
04-04-2023,44,Night Incharge,0,20,2
04-04-2023,45,Night Incharge,0,21,2
04-04-2023,46,Night Incharge,0,22,2
04-04-2023,47,Night Incharge,1,23,2
05-04-2023,48,Night Incharge,1,0,2
05-04-2023,49,Night Incharge,1,1,2
05-04-2023,50,Night Incharge,1,2,2
05-04-2023,51,Night Incharge,1,3,2
05-04-2023,52,Night Incharge,1,4,2
05-04-2023,53,Night Incharge,1,5,2
05-04-2023,54,Night Incharge,1,6,3
05-04-2023,55,Night Incharge,1,7,3
04-04-2023,30,SOK,0,6,2
04-04-2023,31,SOK,0,7,2
04-04-2023,32,SOK,0,8,2
04-04-2023,33,SOK,0,9,2
04-04-2023,34,SOK,0,10,2
04-04-2023,35,SOK,0,11,2
04-04-2023,36,SOK,0,12,2
04-04-2023,37,SOK,0,13,2
04-04-2023,38,SOK,0,14,2
04-04-2023,39,SOK,0,15,2
04-04-2023,40,SOK,0,16,2
04-04-2023,41,SOK,0,17,2
04-04-2023,42,SOK,0,18,2
04-04-2023,43,SOK,0,19,2
04-04-2023,44,SOK,0,20,2
04-04-2023,45,SOK,0,21,2
04-04-2023,46,SOK,0,22,2
04-04-2023,47,SOK,0,23,2
05-04-2023,48,SOK,0,0,2
05-04-2023,49,SOK,0,1,2
05-04-2023,50,SOK,0,2,2
05-04-2023,51,SOK,0,3,2
05-04-2023,52,SOK,0,4,2
05-04-2023,53,SOK,0,5,2
04-04-2023,30,Batch Cooker - Veg,0,6,2
04-04-2023,30,Batch Cooker - Veg,0,6,2
04-04-2023,31,Batch Cooker - Veg,0,7,2
04-04-2023,31,Batch Cooker - Veg,0,7,2
04-04-2023,32,Batch Cooker - Veg,1,8,2
04-04-2023,32,Batch Cooker - Veg,0,8,2
04-04-2023,33,Batch Cooker - Veg,1,9,2
04-04-2023,33,Batch Cooker - Veg,0,9,2
04-04-2023,34,Batch Cooker - Veg,1,10,2
04-04-2023,34,Batch Cooker - Veg,0,10,2
04-04-2023,35,Batch Cooker - Veg,1,11,2
04-04-2023,35,Batch Cooker - Veg,0,11,2
04-04-2023,36,Batch Cooker - Veg,1,12,2
04-04-2023,36,Batch Cooker - Veg,0,12,2
04-04-2023,37,Batch Cooker - Veg,1,13,2
04-04-2023,37,Batch Cooker - Veg,0,13,2
04-04-2023,38,Batch Cooker - Veg,1,14,2
04-04-2023,38,Batch Cooker - Veg,0,14,2
04-04-2023,39,Batch Cooker - Veg,1,15,2
04-04-2023,39,Batch Cooker - Veg,0,15,2
04-04-2023,40,Batch Cooker - Veg,1,16,2
04-04-2023,40,Batch Cooker - Veg,0,16,2
04-04-2023,41,Batch Cooker - Veg,1,17,2
04-04-2023,41,Batch Cooker - Veg,0,17,2
04-04-2023,42,Batch Cooker - Veg,1,18,2
04-04-2023,42,Batch Cooker - Veg,0,18,2
04-04-2023,43,Batch Cooker - Veg,1,19,2
04-04-2023,43,Batch Cooker - Veg,0,19,2
04-04-2023,44,Batch Cooker - Veg,1,20,2
04-04-2023,44,Batch Cooker - Veg,0,20,2
04-04-2023,45,Batch Cooker - Veg,1,21,2
04-04-2023,45,Batch Cooker - Veg,0,21,2
04-04-2023,46,Batch Cooker - Veg,1,22,2
04-04-2023,46,Batch Cooker - Veg,0,22,2
04-04-2023,47,Batch Cooker - Veg,1,23,2
04-04-2023,47,Batch Cooker - Veg,0,23,2
05-04-2023,48,Batch Cooker - Veg,1,0,2
05-04-2023,48,Batch Cooker - Veg,0,0,2
05-04-2023,49,Batch Cooker - Veg,0,1,2
05-04-2023,49,Batch Cooker - Veg,0,1,2
05-04-2023,50,Batch Cooker - Veg,0,2,2
05-04-2023,50,Batch Cooker - Veg,0,2,2
05-04-2023,51,Batch Cooker - Veg,0,3,2
05-04-2023,51,Batch Cooker - Veg,0,3,2
05-04-2023,52,Batch Cooker - Veg,0,4,2
05-04-2023,52,Batch Cooker - Veg,0,4,2
05-04-2023,53,Batch Cooker - Veg,0,5,2
05-04-2023,53,Batch Cooker - Veg,0,5,2
04-04-2023,30,Assembler Veg,0,6,2
04-04-2023,30,Assembler Veg,0,6,2
04-04-2023,31,Assembler Veg,0,7,2
04-04-2023,31,Assembler Veg,0,7,2
04-04-2023,32,Assembler Veg,0,8,2
04-04-2023,32,Assembler Veg,0,8,2
04-04-2023,33,Assembler Veg,0,9,2
04-04-2023,33,Assembler Veg,0,9,2
04-04-2023,34,Assembler Veg,0,10,2
04-04-2023,34,Assembler Veg,0,10,2
04-04-2023,35,Assembler Veg,0,11,2
04-04-2023,35,Assembler Veg,0,11,2
04-04-2023,36,Assembler Veg,0,12,2
04-04-2023,36,Assembler Veg,0,12,2
04-04-2023,37,Assembler Veg,0,13,2
04-04-2023,37,Assembler Veg,0,13,2
04-04-2023,38,Assembler Veg,0,14,2
04-04-2023,38,Assembler Veg,0,14,2
04-04-2023,39,Assembler Veg,0,15,2
04-04-2023,39,Assembler Veg,0,15,2
04-04-2023,40,Assembler Veg,0,16,2
04-04-2023,40,Assembler Veg,0,16,2
04-04-2023,41,Assembler Veg,0,17,2
04-04-2023,41,Assembler Veg,0,17,2
04-04-2023,42,Assembler Veg,0,18,2
04-04-2023,42,Assembler Veg,0,18,2
04-04-2023,43,Assembler Veg,0,19,2
04-04-2023,43,Assembler Veg,0,19,2
04-04-2023,44,Assembler Veg,0,20,2
04-04-2023,44,Assembler Veg,0,20,2
04-04-2023,45,Assembler Veg,0,21,2
04-04-2023,45,Assembler Veg,0,21,2
04-04-2023,46,Assembler Veg,0,22,2
04-04-2023,46,Assembler Veg,0,22,2
04-04-2023,47,Assembler Veg,0,23,2
04-04-2023,47,Assembler Veg,0,23,2
05-04-2023,48,Assembler Veg,0,0,2
05-04-2023,48,Assembler Veg,0,0,2
05-04-2023,49,Assembler Veg,0,1,2
05-04-2023,49,Assembler Veg,0,1,2
05-04-2023,50,Assembler Veg,0,2,2
05-04-2023,50,Assembler Veg,0,2,2
05-04-2023,51,Assembler Veg,0,3,2
05-04-2023,51,Assembler Veg,0,3,2
05-04-2023,52,Assembler Veg,0,4,2
05-04-2023,52,Assembler Veg,0,4,2
05-04-2023,53,Assembler Veg,0,5,2
05-04-2023,53,Assembler Veg,0,5,2
04-04-2023,30,OTC,0,6,2
04-04-2023,30,OTC,0,6,2
04-04-2023,31,OTC,0,7,2
04-04-2023,31,OTC,0,7,2
04-04-2023,32,OTC,1,8,2
04-04-2023,32,OTC,0,8,2
04-04-2023,33,OTC,1,9,2
04-04-2023,33,OTC,0,9,2
04-04-2023,34,OTC,1,10,2
04-04-2023,34,OTC,0,10,2
04-04-2023,35,OTC,1,11,2
04-04-2023,35,OTC,0,11,2
04-04-2023,36,OTC,2,12,2
04-04-2023,36,OTC,0,12,2
04-04-2023,37,OTC,2,13,2
04-04-2023,37,OTC,0,13,2
04-04-2023,38,OTC,1,14,2
04-04-2023,38,OTC,0,14,2
04-04-2023,39,OTC,1,15,2
04-04-2023,39,OTC,0,15,2
04-04-2023,40,OTC,1,16,2
04-04-2023,40,OTC,0,16,2
04-04-2023,41,OTC,1,17,2
04-04-2023,41,OTC,0,17,2
04-04-2023,42,OTC,2,18,2
04-04-2023,42,OTC,0,18,2
04-04-2023,43,OTC,1,19,2
04-04-2023,43,OTC,0,19,2
04-04-2023,44,OTC,2,20,2
04-04-2023,44,OTC,0,20,2
04-04-2023,45,OTC,2,21,2
04-04-2023,45,OTC,0,21,2
04-04-2023,46,OTC,1,22,2
04-04-2023,46,OTC,0,22,2
04-04-2023,47,OTC,1,23,2
04-04-2023,47,OTC,0,23,2
05-04-2023,48,OTC,1,0,2
05-04-2023,48,OTC,0,0,2
05-04-2023,49,OTC,0,1,2
05-04-2023,49,OTC,0,1,2
05-04-2023,50,OTC,0,2,2
05-04-2023,50,OTC,0,2,2
05-04-2023,51,OTC,0,3,2
05-04-2023,51,OTC,0,3,2
05-04-2023,52,OTC,0,4,2
05-04-2023,52,OTC,0,4,2
05-04-2023,53,OTC,0,5,2
05-04-2023,53,OTC,0,5,2
04-04-2023,30,Batch Cooker - Non Veg,0,6,2
04-04-2023,30,Batch Cooker - Non Veg,0,6,2
04-04-2023,31,Batch Cooker - Non Veg,0,7,2
04-04-2023,31,Batch Cooker - Non Veg,0,7,2
04-04-2023,32,Batch Cooker - Non Veg,1,8,2
04-04-2023,32,Batch Cooker - Non Veg,0,8,2
04-04-2023,33,Batch Cooker - Non Veg,1,9,2
04-04-2023,33,Batch Cooker - Non Veg,0,9,2
04-04-2023,34,Batch Cooker - Non Veg,1,10,2
04-04-2023,34,Batch Cooker - Non Veg,0,10,2
04-04-2023,35,Batch Cooker - Non Veg,1,11,2
04-04-2023,35,Batch Cooker - Non Veg,0,11,2
04-04-2023,36,Batch Cooker - Non Veg,1,12,2
04-04-2023,36,Batch Cooker - Non Veg,0,12,2
04-04-2023,37,Batch Cooker - Non Veg,1,13,2
04-04-2023,37,Batch Cooker - Non Veg,0,13,2
04-04-2023,38,Batch Cooker - Non Veg,1,14,2
04-04-2023,38,Batch Cooker - Non Veg,0,14,2
04-04-2023,39,Batch Cooker - Non Veg,1,15,2
04-04-2023,39,Batch Cooker - Non Veg,0,15,2
04-04-2023,40,Batch Cooker - Non Veg,1,16,2
04-04-2023,40,Batch Cooker - Non Veg,0,16,2
04-04-2023,41,Batch Cooker - Non Veg,1,17,2
04-04-2023,41,Batch Cooker - Non Veg,0,17,2
04-04-2023,42,Batch Cooker - Non Veg,1,18,2
04-04-2023,42,Batch Cooker - Non Veg,0,18,2
04-04-2023,43,Batch Cooker - Non Veg,1,19,2
04-04-2023,43,Batch Cooker - Non Veg,0,19,2
04-04-2023,44,Batch Cooker - Non Veg,1,20,2
04-04-2023,44,Batch Cooker - Non Veg,0,20,2
04-04-2023,45,Batch Cooker - Non Veg,1,21,2
04-04-2023,45,Batch Cooker - Non Veg,0,21,2
04-04-2023,46,Batch Cooker - Non Veg,1,22,2
04-04-2023,46,Batch Cooker - Non Veg,0,22,2
04-04-2023,47,Batch Cooker - Non Veg,1,23,2
04-04-2023,47,Batch Cooker - Non Veg,0,23,2
05-04-2023,48,Batch Cooker - Non Veg,1,0,2
05-04-2023,48,Batch Cooker - Non Veg,0,0,2
05-04-2023,49,Batch Cooker - Non Veg,0,1,2
05-04-2023,49,Batch Cooker - Non Veg,0,1,2
05-04-2023,50,Batch Cooker - Non Veg,0,2,2
05-04-2023,50,Batch Cooker - Non Veg,0,2,2
05-04-2023,51,Batch Cooker - Non Veg,0,3,2
05-04-2023,51,Batch Cooker - Non Veg,0,3,2
05-04-2023,52,Batch Cooker - Non Veg,0,4,2
05-04-2023,52,Batch Cooker - Non Veg,0,4,2
05-04-2023,53,Batch Cooker - Non Veg,0,5,2
05-04-2023,53,Batch Cooker - Non Veg,0,5,2
04-04-2023,30,Table Service,0,6,2
04-04-2023,30,Table Service,0,6,2
04-04-2023,31,Table Service,0,7,2
04-04-2023,31,Table Service,0,7,2
04-04-2023,32,Table Service,0,8,2
04-04-2023,32,Table Service,0,8,2
04-04-2023,33,Table Service,0,9,2
04-04-2023,33,Table Service,0,9,2
04-04-2023,34,Table Service,0,10,2
04-04-2023,34,Table Service,0,10,2
04-04-2023,35,Table Service,0,11,2
04-04-2023,35,Table Service,0,11,2
04-04-2023,36,Table Service,0,12,2
04-04-2023,36,Table Service,0,12,2
04-04-2023,37,Table Service,0,13,2
04-04-2023,37,Table Service,0,13,2
04-04-2023,38,Table Service,0,14,2
04-04-2023,38,Table Service,0,14,2
04-04-2023,39,Table Service,0,15,2
04-04-2023,39,Table Service,0,15,2
04-04-2023,40,Table Service,0,16,2
04-04-2023,40,Table Service,0,16,2
04-04-2023,41,Table Service,0,17,2
04-04-2023,41,Table Service,0,17,2
04-04-2023,42,Table Service,0,18,2
04-04-2023,42,Table Service,0,18,2
04-04-2023,43,Table Service,0,19,2
04-04-2023,43,Table Service,0,19,2
04-04-2023,44,Table Service,0,20,2
04-04-2023,44,Table Service,0,20,2
04-04-2023,45,Table Service,0,21,2
04-04-2023,45,Table Service,0,21,2
04-04-2023,46,Table Service,0,22,2
04-04-2023,46,Table Service,0,22,2
04-04-2023,47,Table Service,0,23,2
04-04-2023,47,Table Service,0,23,2
05-04-2023,48,Table Service,0,0,2
05-04-2023,48,Table Service,0,0,2
05-04-2023,49,Table Service,0,1,2
05-04-2023,49,Table Service,0,1,2
05-04-2023,50,Table Service,0,2,2
05-04-2023,50,Table Service,0,2,2
05-04-2023,51,Table Service,0,3,2
05-04-2023,51,Table Service,0,3,2
05-04-2023,52,Table Service,0,4,2
05-04-2023,52,Table Service,0,4,2
05-04-2023,53,Table Service,0,5,2
05-04-2023,53,Table Service,0,5,2
04-04-2023,30,Initiator Veg,0,6,2
04-04-2023,30,Initiator Veg,0,6,2
04-04-2023,31,Initiator Veg,0,7,2
04-04-2023,31,Initiator Veg,0,7,2
04-04-2023,32,Initiator Veg,0,8,2
04-04-2023,32,Initiator Veg,0,8,2
04-04-2023,33,Initiator Veg,0,9,2
04-04-2023,33,Initiator Veg,0,9,2
04-04-2023,34,Initiator Veg,0,10,2
04-04-2023,34,Initiator Veg,0,10,2
04-04-2023,35,Initiator Veg,0,11,2
04-04-2023,35,Initiator Veg,0,11,2
04-04-2023,36,Initiator Veg,0,12,2
04-04-2023,36,Initiator Veg,0,12,2
04-04-2023,37,Initiator Veg,1,13,2
04-04-2023,37,Initiator Veg,0,13,2
04-04-2023,38,Initiator Veg,1,14,2
04-04-2023,38,Initiator Veg,0,14,2
04-04-2023,39,Initiator Veg,0,15,2
04-04-2023,39,Initiator Veg,0,15,2
04-04-2023,40,Initiator Veg,0,16,2
04-04-2023,40,Initiator Veg,0,16,2
04-04-2023,41,Initiator Veg,0,17,2
04-04-2023,41,Initiator Veg,0,17,2
04-04-2023,42,Initiator Veg,0,18,2
04-04-2023,42,Initiator Veg,0,18,2
04-04-2023,43,Initiator Veg,1,19,2
04-04-2023,43,Initiator Veg,0,19,2
04-04-2023,44,Initiator Veg,1,20,2
04-04-2023,44,Initiator Veg,0,20,2
04-04-2023,45,Initiator Veg,1,21,2
04-04-2023,45,Initiator Veg,0,21,2
04-04-2023,46,Initiator Veg,0,22,2
04-04-2023,46,Initiator Veg,0,22,2
04-04-2023,47,Initiator Veg,0,23,2
04-04-2023,47,Initiator Veg,0,23,2
05-04-2023,48,Initiator Veg,0,0,2
05-04-2023,48,Initiator Veg,0,0,2
05-04-2023,49,Initiator Veg,0,1,2
05-04-2023,49,Initiator Veg,0,1,2
05-04-2023,50,Initiator Veg,0,2,2
05-04-2023,50,Initiator Veg,0,2,2
05-04-2023,51,Initiator Veg,0,3,2
05-04-2023,51,Initiator Veg,0,3,2
05-04-2023,52,Initiator Veg,0,4,2
05-04-2023,52,Initiator Veg,0,4,2
05-04-2023,53,Initiator Veg,0,5,2
05-04-2023,53,Initiator Veg,0,5,2
04-04-2023,30,Mc Hot,0,6,2
04-04-2023,30,Mc Hot,0,6,2
04-04-2023,31,Mc Hot,0,7,2
04-04-2023,31,Mc Hot,0,7,2
04-04-2023,32,Mc Hot,0,8,2
04-04-2023,32,Mc Hot,0,8,2
04-04-2023,33,Mc Hot,0,9,2
04-04-2023,33,Mc Hot,0,9,2
04-04-2023,34,Mc Hot,0,10,2
04-04-2023,34,Mc Hot,0,10,2
04-04-2023,35,Mc Hot,0,11,2
04-04-2023,35,Mc Hot,0,11,2
04-04-2023,36,Mc Hot,0,12,2
04-04-2023,36,Mc Hot,0,12,2
04-04-2023,37,Mc Hot,0,13,2
04-04-2023,37,Mc Hot,0,13,2
04-04-2023,38,Mc Hot,0,14,2
04-04-2023,38,Mc Hot,0,14,2
04-04-2023,39,Mc Hot,0,15,2
04-04-2023,39,Mc Hot,0,15,2
04-04-2023,40,Mc Hot,0,16,2
04-04-2023,40,Mc Hot,0,16,2
04-04-2023,41,Mc Hot,0,17,2
04-04-2023,41,Mc Hot,0,17,2
04-04-2023,42,Mc Hot,0,18,2
04-04-2023,42,Mc Hot,0,18,2
04-04-2023,43,Mc Hot,0,19,2
04-04-2023,43,Mc Hot,0,19,2
04-04-2023,44,Mc Hot,0,20,2
04-04-2023,44,Mc Hot,0,20,2
04-04-2023,45,Mc Hot,0,21,2
04-04-2023,45,Mc Hot,0,21,2
04-04-2023,46,Mc Hot,0,22,2
04-04-2023,46,Mc Hot,0,22,2
04-04-2023,47,Mc Hot,0,23,2
04-04-2023,47,Mc Hot,0,23,2
05-04-2023,48,Mc Hot,0,0,2
05-04-2023,48,Mc Hot,0,0,2
05-04-2023,49,Mc Hot,0,1,2
05-04-2023,49,Mc Hot,0,1,2
05-04-2023,50,Mc Hot,0,2,2
05-04-2023,50,Mc Hot,0,2,2
05-04-2023,51,Mc Hot,0,3,2
05-04-2023,51,Mc Hot,0,3,2
05-04-2023,52,Mc Hot,0,4,2
05-04-2023,52,Mc Hot,0,4,2
05-04-2023,53,Mc Hot,0,5,2
05-04-2023,53,Mc Hot,0,5,2
04-04-2023,30,Dessert - Kiosk B/Up,0,6,2
04-04-2023,30,Dessert - Kiosk B/Up,0,6,2
04-04-2023,31,Dessert - Kiosk B/Up,0,7,2
04-04-2023,31,Dessert - Kiosk B/Up,0,7,2
04-04-2023,32,Dessert - Kiosk B/Up,0,8,2
04-04-2023,32,Dessert - Kiosk B/Up,0,8,2
04-04-2023,33,Dessert - Kiosk B/Up,0,9,2
04-04-2023,33,Dessert - Kiosk B/Up,0,9,2
04-04-2023,34,Dessert - Kiosk B/Up,0,10,2
04-04-2023,34,Dessert - Kiosk B/Up,0,10,2
04-04-2023,35,Dessert - Kiosk B/Up,0,11,2
04-04-2023,35,Dessert - Kiosk B/Up,0,11,2
04-04-2023,36,Dessert - Kiosk B/Up,0,12,2
04-04-2023,36,Dessert - Kiosk B/Up,0,12,2
04-04-2023,37,Dessert - Kiosk B/Up,0,13,2
04-04-2023,37,Dessert - Kiosk B/Up,0,13,2
04-04-2023,38,Dessert - Kiosk B/Up,0,14,2
04-04-2023,38,Dessert - Kiosk B/Up,0,14,2
04-04-2023,39,Dessert - Kiosk B/Up,0,15,2
04-04-2023,39,Dessert - Kiosk B/Up,0,15,2
04-04-2023,40,Dessert - Kiosk B/Up,0,16,2
04-04-2023,40,Dessert - Kiosk B/Up,0,16,2
04-04-2023,41,Dessert - Kiosk B/Up,0,17,2
04-04-2023,41,Dessert - Kiosk B/Up,0,17,2
04-04-2023,42,Dessert - Kiosk B/Up,0,18,2
04-04-2023,42,Dessert - Kiosk B/Up,0,18,2
04-04-2023,43,Dessert - Kiosk B/Up,0,19,2
04-04-2023,43,Dessert - Kiosk B/Up,0,19,2
04-04-2023,44,Dessert - Kiosk B/Up,0,20,2
04-04-2023,44,Dessert - Kiosk B/Up,0,20,2
04-04-2023,45,Dessert - Kiosk B/Up,0,21,2
04-04-2023,45,Dessert - Kiosk B/Up,0,21,2
04-04-2023,46,Dessert - Kiosk B/Up,0,22,2
04-04-2023,46,Dessert - Kiosk B/Up,0,22,2
04-04-2023,47,Dessert - Kiosk B/Up,0,23,2
04-04-2023,47,Dessert - Kiosk B/Up,0,23,2
05-04-2023,48,Dessert - Kiosk B/Up,0,0,2
05-04-2023,48,Dessert - Kiosk B/Up,0,0,2
05-04-2023,49,Dessert - Kiosk B/Up,0,1,2
05-04-2023,49,Dessert - Kiosk B/Up,0,1,2
05-04-2023,50,Dessert - Kiosk B/Up,0,2,2
05-04-2023,50,Dessert - Kiosk B/Up,0,2,2
05-04-2023,51,Dessert - Kiosk B/Up,0,3,2
05-04-2023,51,Dessert - Kiosk B/Up,0,3,2
05-04-2023,52,Dessert - Kiosk B/Up,0,4,2
05-04-2023,52,Dessert - Kiosk B/Up,0,4,2
05-04-2023,53,Dessert - Kiosk B/Up,0,5,2
05-04-2023,53,Dessert - Kiosk B/Up,0,5,2
04-04-2023,30,Assembler Non Veg,0,6,2
04-04-2023,30,Assembler Non Veg,0,6,2
04-04-2023,31,Assembler Non Veg,0,7,2
04-04-2023,31,Assembler Non Veg,0,7,2
